datetime,deviceId,inputId,value
2022-02-06T16:13:53.678+01:00,kitchenLamp,colorPicker,40
2022-02-06T16:13:59.037+01:00,livingRoomLamp,colorPicker,40
2022-02-06T16:14:03.798+01:00,heater,heater,28
2022-02-06T16:14:12.427+01:00,heater,turn,off
2022-02-06T16:14:17.882+01:00,0fed2f39-1256-4781-a51e-3607286f0ab3,colorPicker,80
2022-02-06T16:14:18.521+01:00,0fed2f39-1256-4781-a51e-3607286f0ab3,colorPicker,100
2022-02-06T16:14:20.542+01:00,0fed2f39-1256-4781-a51e-3607286f0ab3,red,255
2022-02-06T16:14:20.542+01:00,0fed2f39-1256-4781-a51e-3607286f0ab3,green,0
2022-02-06T16:14:20.542+01:00,0fed2f39-1256-4781-a51e-3607286f0ab3,blue,0
2022-02-06T16:14:24.982+01:00,0fed2f39-1256-4781-a51e-3607286f0ab3,green,248
2022-02-06T16:14:24.983+01:00,0fed2f39-1256-4781-a51e-3607286f0ab3,blue,51
2022-02-06T16:14:40.709+01:00,kitchenLamp,colorPicker,50
2022-02-06T16:14:42.272+01:00,kitchenLamp,colorPicker,60
2022-02-06T16:14:43.456+01:00,kitchenLamp,colorPicker,70
2022-02-06T16:14:43.924+01:00,kitchenLamp,colorPicker,80
2022-02-06T16:14:44.400+01:00,kitchenLamp,colorPicker,50
2022-02-06T16:14:44.764+01:00,kitchenLamp,colorPicker,10
2022-02-06T16:14:48.445+01:00,kitchenLamp,colorPicker,100
2022-02-06T16:14:50.040+01:00,kitchenLamp,colorPicker,0
2022-02-06T16:14:51.744+01:00,kitchenLamp,colorPicker,100
2022-02-06T16:14:52.469+01:00,kitchenLamp,colorPicker,0
2022-02-06T16:14:53.671+01:00,kitchenLamp,colorPicker,100
2022-02-06T16:14:54.185+01:00,kitchenLamp,colorPicker,20
2022-02-06T16:14:55.429+01:00,kitchenLamp,colorPicker,70
2022-02-06T16:14:55.686+01:00,kitchenLamp,colorPicker,80
2022-02-06T16:14:55.943+01:00,kitchenLamp,colorPicker,70
2022-02-06T16:14:56.161+01:00,kitchenLamp,colorPicker,30
2022-02-06T16:14:56.373+01:00,kitchenLamp,colorPicker,10
2022-02-06T16:14:56.598+01:00,kitchenLamp,colorPicker,60
2022-02-06T16:14:57.447+01:00,kitchenLamp,colorPicker,10
2022-02-06T16:14:58.241+01:00,kitchenLamp,colorPicker,60
2022-02-06T16:20:57.176+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,red,199
2022-02-06T16:20:57.176+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,green,102
2022-02-06T16:20:57.176+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,blue,102
2022-02-06T16:21:18.417+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,red,255
2022-02-06T16:21:18.417+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,green,148
2022-02-06T16:21:18.417+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,blue,148
2022-02-06T16:21:21.500+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,red,79
2022-02-06T16:21:21.501+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,green,28
2022-02-06T16:21:21.501+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,blue,28
2022-02-06T16:21:23.482+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,green,77
2022-02-06T16:21:23.482+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,red,255
2022-02-06T16:21:23.482+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,blue,77
2022-02-06T16:23:35.427+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,red,218
2022-02-06T16:23:35.427+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,green,16
2022-02-06T16:23:35.427+01:00,ef06b35c-6a8d-43f9-9c63-8e0777942fd7,blue,16
2022-02-06T17:40:52.476+01:00,livingRoomLamp,turn,off
