datetime,deviceId,inputId,value
2022-02-09T18:37:39.600+01:00,8fc4ba92-18e7-4494-abd4-cc56e8866636,turn,off
2022-02-09T18:37:40.534+01:00,8fc4ba92-18e7-4494-abd4-cc56e8866636,turn,on
2022-02-09T21:57:06.869+01:00,8fc4ba92-18e7-4494-abd4-cc56e8866636,turn,off
2022-02-09T21:57:07.764+01:00,8fc4ba92-18e7-4494-abd4-cc56e8866636,colorPicker,80
2022-02-09T21:57:08.263+01:00,8fc4ba92-18e7-4494-abd4-cc56e8866636,colorPicker,10
2022-02-09T21:57:08.739+01:00,8fc4ba92-18e7-4494-abd4-cc56e8866636,colorPicker,40
2022-02-09T21:57:09.693+01:00,8fc4ba92-18e7-4494-abd4-cc56e8866636,turn,on
2022-02-09T21:57:11.417+01:00,8fc4ba92-18e7-4494-abd4-cc56e8866636,turn,off
2022-02-09T21:57:12.550+01:00,8fc4ba92-18e7-4494-abd4-cc56e8866636,turn,on
2022-02-09T21:57:20.063+01:00,5c8da68a-71e8-4b31-bcd7-fb9ace7fccb6,heater,29
2022-02-09T21:57:24.849+01:00,kitchenLamp,red,164
2022-02-09T21:57:24.850+01:00,kitchenLamp,green,61
2022-02-09T21:57:24.850+01:00,kitchenLamp,blue,61
2022-02-09T22:49:53.823+01:00,heater,turn,off
2022-02-09T22:49:54.619+01:00,heater,turn,on
2022-02-09T22:49:59.810+01:00,heater,turn,off
2022-02-09T22:59:03.577+01:00,5c8da68a-71e8-4b31-bcd7-fb9ace7fccb6,turn,off
2022-02-09T22:59:04.301+01:00,5c8da68a-71e8-4b31-bcd7-fb9ace7fccb6,turn,on
2022-02-09T22:59:05.055+01:00,5c8da68a-71e8-4b31-bcd7-fb9ace7fccb6,turn,off
2022-02-09T22:59:05.865+01:00,5c8da68a-71e8-4b31-bcd7-fb9ace7fccb6,turn,on
