datetime,deviceId,inputId,value
2022-03-01T19:33:15.620+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,red,255
2022-03-01T19:33:15.620+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,112
2022-03-01T19:33:15.620+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,112
2022-03-01T19:33:15.624+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,on
2022-03-01T19:34:54.689+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,0
2022-03-01T19:34:54.688+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,0
2022-03-01T19:36:15.586+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,102
2022-03-01T19:36:15.587+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,102
2022-03-01T19:39:54.361+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,on
2022-03-01T19:39:54.406+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,red,255
2022-03-01T19:39:54.406+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,102
2022-03-01T19:39:54.406+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,102
2022-03-01T19:39:54.406+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,20
2022-03-01T19:46:24.430+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,on
2022-03-01T19:46:24.472+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,red,255
2022-03-01T19:46:24.473+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,102
2022-03-01T19:46:24.473+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,102
2022-03-01T19:46:24.473+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,20
2022-03-01T19:48:54.461+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,on
2022-03-01T19:48:54.505+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,mode,color
2022-03-01T19:48:54.505+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,red,255
2022-03-01T19:48:54.505+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,102
2022-03-01T19:48:54.505+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,102
2022-03-01T19:48:54.505+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,20
2022-03-01T19:52:09.757+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,off
2022-03-01T19:52:38.686+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,on
2022-03-01T19:52:44.229+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,70
2022-03-01T19:52:46.328+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,30
2022-03-01T19:52:48.475+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-01T20:22:56.732+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,82
2022-03-01T20:22:56.732+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,82
2022-03-01T20:23:01.073+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,0
2022-03-01T20:23:01.073+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,0
2022-03-01T20:23:02.565+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,80
2022-03-01T20:23:03.631+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-01T20:23:04.708+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,10
2022-03-01T20:23:06.493+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,40
2022-03-01T20:23:07.217+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-01T20:26:27.487+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,80
2022-03-01T20:26:28.590+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-01T20:26:29.409+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,10
2022-03-01T20:26:31.241+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-01T20:26:34.400+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,red,0
2022-03-01T20:26:34.400+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,191
2022-03-01T20:26:34.400+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,255
2022-03-01T20:26:41.740+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,red,255
2022-03-01T20:26:41.740+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,89
2022-03-01T20:26:41.742+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,0
2022-03-01T21:10:08.829+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,20
2022-03-01T21:10:11.179+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-01T21:17:34.350+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,10
2022-03-01T21:17:35.674+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,90
2022-03-01T21:17:36.206+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-01T21:17:38.798+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,30
2022-03-01T21:17:40.378+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-01T21:17:42.066+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,122
2022-03-01T21:17:42.066+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,122
2022-03-01T21:17:45.944+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,213
2022-03-01T21:17:45.944+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,0
2022-03-01T21:19:50.671+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,30
2022-03-01T21:19:52.183+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-01T21:25:22.070+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,10
2022-03-01T21:25:23.418+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,30
2022-03-01T21:25:24.842+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,off
2022-03-01T21:25:26.207+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,on
2022-03-02T15:07:27.901+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,40
2022-03-02T15:07:27.902+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-02T15:07:31.847+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,off
2022-03-02T15:07:33.389+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,on
2022-03-02T15:07:35.484+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,30
2022-03-02T15:07:37.237+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-02T15:07:46.812+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,10
2022-03-02T15:07:50.988+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,off
2022-03-02T15:07:56.275+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,on
2022-03-02T15:08:00.192+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,77
2022-03-02T15:08:00.193+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,77
2022-03-02T15:08:24.099+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,red,55
2022-03-02T15:08:24.100+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,green,0
2022-03-02T15:08:24.100+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,blue,255
2022-03-02T15:08:37.476+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,gain,100
2022-03-02T15:09:29.975+01:00,c4c6080e-df86-463c-943d-c8ee3d689e69,turn,off
